run_id,dataset,namespace,index_name,user_namespace,embed_model,top_k,combine_strategy,rerank_strategy,update_strategy,alpha_mode,alpha_value,alpha_start,alpha_step,alpha_floor,final_alpha,persona,question_number,username,neutral_question,expected_chunk_id,priming_question_count,baseline_score,post_priming_score,delta,baseline_expected_rank,post_priming_expected_rank,baseline_chunk_ids,post_priming_chunk_ids
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,civil,1,combined_run-civil-civil-q01-query-only-none-none-no-alpha,"What role does the foundation or ""loading"" system play in ensuring a massive structure remains stable and functional",civil-1,0,6.448459,6.448459,0.000000,3,3,minecraft-1|civil-4|civil-1|civil-6|civil-7,minecraft-1|civil-4|civil-1|civil-6|civil-7
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,civil,2,combined_run-civil-civil-q02-query-only-none-none-no-alpha,"How do builders ensure that a structure can withstand extreme external forces or ""blast"" impacts",civil-4,0,7.626827,7.626827,0.000000,2,2,minecraft-2|civil-4|civil-7|civil-1|civil-5,minecraft-2|civil-4|civil-7|civil-1|civil-5
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,civil,3,combined_run-civil-civil-q03-query-only-none-none-no-alpha,Which materials are prioritized when high strength and durability are required for a build,civil-2,0,6.017783,6.017783,0.000000,3,3,minecraft-2|civil-3|civil-2|minecraft-5|civil-7,minecraft-2|civil-3|civil-2|minecraft-5|civil-7
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,civil,4,combined_run-civil-civil-q04-query-only-none-none-no-alpha,"How is internal stress or ""tension"" managed to prevent a structure from cracking or failing",civil-5,0,11.948459,11.948459,0.000000,1,1,civil-5|civil-7|civil-2|civil-3|civil-1,civil-5|civil-7|civil-2|civil-3|civil-1
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,civil,5,combined_run-civil-civil-q05-query-only-none-none-no-alpha,"What techniques are used to protect a structure from long-term environmental degradation, such as corrosion or ""weathering""",civil-10,0,11.948459,11.948459,0.000000,1,1,civil-10|civil-3|civil-7|civil-5|civil-8,civil-10|civil-3|civil-7|civil-5|civil-8
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,civil,6,combined_run-civil-civil-q06-query-only-none-none-no-alpha,"How do designers account for movement, such as thermal expansion or ""block updates,"" within a system",civil-8,0,5.000000,5.000000,0.000000,3,3,minecraft-4|minecraft-5|civil-8|minecraft-9|minecraft-3,minecraft-4|minecraft-5|civil-8|minecraft-9|minecraft-3
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,civil,7,combined_run-civil-civil-q07-query-only-none-none-no-alpha,"What kind of rigorous analysis or ""testing"" is required to validate the integrity of a complex design",civil-4,0,11.017783,11.017783,0.000000,1,1,civil-4|civil-7|minecraft-10|minecraft-4|civil-1,civil-4|civil-7|minecraft-10|minecraft-4|civil-1
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,civil,8,combined_run-civil-civil-q08-query-only-none-none-no-alpha,"How is the distribution of weight or ""load"" managed across large spans or monolithic walls",civil-6,0,11.561606,11.561606,0.000000,1,1,civil-6|civil-4|civil-5|civil-7|minecraft-1,civil-6|civil-4|civil-5|civil-7|minecraft-1
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,civil,9,combined_run-civil-civil-q09-query-only-none-none-no-alpha,"What strategies are used to maximize the performance and efficiency of a structure while minimizing ""latency"" or weight",civil-2,0,1.948459,1.948459,0.000000,,,minecraft-5|civil-4|civil-6|civil-10|civil-1,minecraft-5|civil-4|civil-6|civil-10|civil-1
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,civil,10,combined_run-civil-civil-q10-query-only-none-none-no-alpha,"How does the verticality or ""height"" of a project change the mechanics of how it is built",civil-8,0,0.500000,0.500000,0.000000,,,minecraft-9|minecraft-3|civil-6|minecraft-1|minecraft-8,minecraft-9|minecraft-3|civil-6|minecraft-1|minecraft-8
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,minecraft,1,combined_run-civil-minecraft-q01-query-only-none-none-no-alpha,"What role does the foundation or ""loading"" system play in ensuring a massive structure remains stable and functional",minecraft-1,0,10.000000,10.000000,0.000000,1,1,minecraft-1|civil-4|civil-1|civil-6|civil-7,minecraft-1|civil-4|civil-1|civil-6|civil-7
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,minecraft,2,combined_run-civil-minecraft-q02-query-only-none-none-no-alpha,"How do builders ensure that a structure can withstand extreme external forces or ""blast"" impacts",minecraft-2,0,10.000000,10.000000,0.000000,1,1,minecraft-2|civil-4|civil-7|civil-1|civil-5,minecraft-2|civil-4|civil-7|civil-1|civil-5
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,minecraft,3,combined_run-civil-minecraft-q03-query-only-none-none-no-alpha,Which materials are prioritized when high strength and durability are required for a build,minecraft-2,0,10.430677,10.430677,0.000000,1,1,minecraft-2|civil-3|civil-2|minecraft-5|civil-7,minecraft-2|civil-3|civil-2|minecraft-5|civil-7
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,minecraft,4,combined_run-civil-minecraft-q04-query-only-none-none-no-alpha,"How is internal stress or ""tension"" managed to prevent a structure from cracking or failing",minecraft-4,0,0.000000,0.000000,0.000000,,,civil-5|civil-7|civil-2|civil-3|civil-1,civil-5|civil-7|civil-2|civil-3|civil-1
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,minecraft,5,combined_run-civil-minecraft-q05-query-only-none-none-no-alpha,"What techniques are used to protect a structure from long-term environmental degradation, such as corrosion or ""weathering""",minecraft-10,0,0.000000,0.000000,0.000000,,,civil-10|civil-3|civil-7|civil-5|civil-8,civil-10|civil-3|civil-7|civil-5|civil-8
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,minecraft,6,combined_run-civil-minecraft-q06-query-only-none-none-no-alpha,"How do designers account for movement, such as thermal expansion or ""block updates,"" within a system",minecraft-4,0,11.448459,11.448459,0.000000,1,1,minecraft-4|minecraft-5|civil-8|minecraft-9|minecraft-3,minecraft-4|minecraft-5|civil-8|minecraft-9|minecraft-3
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,minecraft,7,combined_run-civil-minecraft-q07-query-only-none-none-no-alpha,"What kind of rigorous analysis or ""testing"" is required to validate the integrity of a complex design",minecraft-9,0,0.930677,0.930677,0.000000,,,civil-4|civil-7|minecraft-10|minecraft-4|civil-1,civil-4|civil-7|minecraft-10|minecraft-4|civil-1
combined_run,civil,zai,541,users,llama-text-embed-v2,5,query-only,none,none,none,,,,,,minecraft,8,combined_run-civil-minecraft-q08-query-only-none-none-no-alpha,"How is the distribution of weight or ""load"" managed across large spans or monolithic walls",minecraft-2,0,0.386853,0.386853,0.000000,,,civil-6|civil-4|civil-5|civil-7|minecraft-1,civil-6|civil-4|civil-5|civil-7|minecraft-1
